Suburb,Type,Date,Bedroom,Bathroom,Landsize,BuildingArea,YearBuilt,Latitude,Longtitude,ParkingArea,Price,Year,Month,Day,BuildingDensity
Doncaster,h,2016-12-06,4.0,3.0,882.0,183.0,1960.0,-37.7801,145.1295,Indoor,1301000.0,2016,12,6,0.20748299319727892
Doncaster,h,2016-12-11,4.0,2.0,806.0,170.0,1975.0,-37.7939,145.1392,Indoor,1468000.0,2016,12,11,0.2109181141439206
Doncaster,h,2016-12-11,3.0,1.0,720.0,169.5,1960.0,-37.79,145.1309,Parkade,1275000.0,2016,12,11,0.23541666666666666
Doncaster,h,2016-12-11,4.0,1.0,657.0,169.5,1967.9019607843138,-37.7856,145.1374,Carport,1200000.0,2016,12,11,0.2579908675799087
Doncaster,h,2016-12-11,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Detached Garage,1301000.0,2016,12,11,0.3048005540502776
Doncaster,t,2016-12-11,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Attached Garage,1011500.0,2016,12,11,0.3048005540502776
Doncaster,u,2016-12-11,3.0,2.0,0.0,169.5,1967.9019607843138,-37.7826,145.1274,Indoor,655000.0,2016,12,11,0.0
Doncaster,t,2017-01-07,3.0,2.0,0.0,169.5,1967.9019607843138,-37.78653,145.12363,Attached Garage,840000.0,2017,1,7,0.0
Doncaster,t,2017-01-07,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Indoor,945000.0,2017,1,7,0.3048005540502776
Doncaster,h,2017-03-06,4.0,4.0,1072.0,328.0,1960.0,-37.79094,145.12733,Parking Pad,2600000.0,2017,3,6,0.30597014925373134
Doncaster,h,2017-03-06,3.0,1.0,645.0,169.5,1967.9019607843138,-37.77969,145.14033,Carport,1285000.0,2017,3,6,0.2627906976744186
Doncaster,h,2017-03-06,3.0,1.0,647.0,127.0,1965.0,-37.79436,145.13869,Detached Garage,1360000.0,2017,3,6,0.19629057187017002
Doncaster,h,2017-03-06,5.0,2.0,757.0,335.0,1980.0,-37.77536,145.13163,Attached Garage,1600000.0,2017,3,6,0.4425363276089828
Doncaster,h,2017-03-06,5.0,2.0,768.0,169.5,1967.9019607843138,-37.77934,145.11344,Indoor,1370000.0,2017,3,6,0.220703125
Doncaster,t,2017-03-06,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Parkade,882000.0,2017,3,6,0.3048005540502776
Doncaster,h,2017-03-09,4.0,2.0,652.0,218.0,1970.0,-37.78145,145.13598,Outdoor Stall,1375000.0,2017,3,9,0.3343558282208589
Doncaster,h,2017-03-09,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Carport,1400000.0,2017,3,9,0.3048005540502776
Doncaster,t,2017-03-09,3.0,2.0,556.1013513513514,169.5,2000.0,-37.78717,145.13392,Detached Garage,1301000.0,2017,3,9,0.3048005540502776
Doncaster,h,2017-03-09,4.0,2.0,556.1013513513514,248.0,1975.0,-37.7832,145.10931,Attached Garage,1275000.0,2017,3,9,0.4459618725927366
Doncaster,h,2017-03-09,5.0,3.0,630.0,169.5,1967.9019607843138,-37.78151,145.12515,Indoor,1820000.0,2017,3,9,0.26904761904761904
Doncaster,h,2017-04-03,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Detached Garage,1100000.0,2017,4,3,0.3048005540502776
Doncaster,h,2017-04-03,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Attached Garage,1301000.0,2017,4,3,0.3048005540502776
Doncaster,t,2017-04-03,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Indoor,1231000.0,2017,4,3,0.3048005540502776
Doncaster,h,2017-04-03,5.0,3.0,681.0,169.5,1967.9019607843138,-37.7722,145.1309,Parkade,1535000.0,2017,4,3,0.2488986784140969
Doncaster,h,2017-04-03,3.0,2.0,819.0,173.0,1970.0,-37.781,145.1036,Underground,1125000.0,2017,4,3,0.21123321123321123
Doncaster,h,2017-04-11,4.0,2.0,676.0,169.5,1970.0,-37.7786,145.136,Detached Garage,1325000.0,2017,4,11,0.2507396449704142
Doncaster,h,2017-04-11,5.0,2.0,770.0,230.0,1980.0,-37.78,145.1425,Attached Garage,1350000.0,2017,4,11,0.2987012987012987
Doncaster,t,2017-06-05,3.0,2.0,318.0,169.5,1967.9019607843138,-37.7827,145.1029,Carport,1301000.0,2017,6,5,0.5330188679245284
Doncaster,h,2017-06-05,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Detached Garage,840000.0,2017,6,5,0.3048005540502776
Doncaster,t,2017-06-05,2.0,1.0,85.0,114.0,2009.0,-37.7901,145.1275,Attached Garage,1301000.0,2017,6,5,1.3411764705882352
Doncaster,u,2017-06-05,3.0,2.0,556.1013513513514,169.5,1967.9019607843138,-37.84254,145.1032051948052,Indoor,752000.0,2017,6,5,0.3048005540502776
Doncaster,h,2017-07-10,4.0,2.0,556.1013513513514,183.0,1975.0,-37.77928,145.13087,Attached Garage,1380000.0,2017,7,10,0.3290767043728661
